,premise,hypothesis,label,aug_type
507689,A man who is laying on the floor with headphones on & eyes closed.,A man is listening to music & meditating.,1,bert_replacement
317260,"Child in black jacket, red pants and stone had sleeping on a red jacket.",A young man who sleeps.,0,back_translation
116346,A boy runs on colorful lines.,a smiling boy runs on colorful colored lines.,1,bert_insertion
126779,Black and white image of a wave crashing in the ocean.,The  ocean waves are weak.,0,bert_replacement
347317,A man with gray hair accepts coins in front of a kiosk that has a multitude of fine colored powders in large bowls on display.,A man with gray haircloth accepts coins in front of a kiosk that has a mass of fine colored powders in large bowls on exhibit.,1,synonym_w2v
219347,Two men and a woman wearing a robe carrying broom brushes.,2 men and a woman wearing a robe carry broom brushing.,0,synonym_w2v
143461,A woman pushing a cart holding fruit.,A woman pushes a cart.,0,bert_replacement
489264,A man with a striped shirt is demonstrating a product.,the uncle presents a presentation,0,back_translation
242684,A blue jeep that enters deep and muddy water.,The Jeep is of luar.,0,back_translation
143762,A young man from the top of a tank looking at a dona near a fountain.,A young man is dressed for a warm climate.,0,back_translation
474512,A couple walks down the street holding hands while a man plays music.,until a couple walks back down the long street holding hands while a man plays music.,1,bert_insertion
12589,Teenagers socializing in the shade.,Teenagers keep hanging together,0,bert_replacement
506508,people on two balconies and a drunken man climbing up in a pipe towards the far lower balcony getting the liquid drops poured on him.,A person is climbing the outside of a building.,0,bert_insertion
433969,"A man who climbs a rocky needle, while other clocks.",A man went down a glide.,2,back_translation
288495,A large group of sportswoman players in green and white uniforms line upward behind a couple trophies.,Babies line up.,2,synonym_w2v
427137,the girl lonely with wearing bag,the girl lonely with bust bag,1,synonym_w2v
297342,"Three horsemen, one in pony, travel in a straight line behind the first horseman.",People are tourists.,1,back_translation
476654,A woman in a black on white dress is holding up a protest sign.,woman holds sign,0,bert_replacement
386997,Kid playing old school game on an old pc.,A pro playing,0,bert_replacement
134777,A homeless man sitting on a blue blanket with a small child in an urban environment while it was raining or raining.,The man sits on the blue blanket.,0,back_translation
59156,small restaurant with on-screen delivery meat.,A small restaurant has a display.,0,back_translation
347336,A group of children in coats are standing and sitting on a sidewalk.,a small group formed of children in coats are standing and sitting on at a sidewalk.,0,bert_insertion
242709,Two young men grab traps in their hands while an old man tells them how to polish the big cross.,Two young men seem bored while an old man tumbles.,1,back_translation
379168,small children playing in grass and looking left at behind something in the darkening sky,They are looking at the ground.,2,bert_insertion
319532,A man in a blue shirt and a woman in a dress to talk to as a baby.,A man and a woman are on a date in a bar.,1,back_translation
189899,A man in a yellow vest and straw hat is playing a guitar.,The man in the yellow vest is in the bar.,1,bert_replacement
34659,A man in a gray sweater and shorts sits in a walkway as two individuals pass him by.,A homeless man sits in a walkway begging while people pass him unnoticed.,1,bert_replacement
222392,A man and a woman wearing Mickey Mouse's ears are among a crowd.,Two people use whimsical caricaturism oreas.,0,back_translation
349239,Woman with case mask on is holding a baby swaddled in white.,A man is holding a puppy,2,synonym_w2v
333919,A woman with heavyset curly blond - hairsbreadth seat outdoors at a table.,The woman has straight hair,2,synonym_w2v
465882,A woman in a room is adjusting her hanging dress.,A wife just washed the laundry in keluarganya.,1,back_translation
1141,"A boy in a blue, yellow, and orange shirt holding his arms out from his sides.","a boy in a blue, yellow, light and light orange shirt stands holding his arms rolled out from his sides.",0,bert_insertion
288866,two kids playing in flood water.,two kids playing in flood pee.,2,synonym_w2v
270830,A man with glasses and a mustache plays an electric guitar while standing behind a microphone.,The man is black.,1,bert_replacement
24763,A man wearing a flashlight on his question take his hand in a rolling case with wires.,The man is in a well lit room.,2,synonym_w2v
246869,"People are learning or practicing various techniques involved in the sport of curling in a gym, using surface flooring of painted plastic instead of ice.","People are learning or practicing respective techniques involved in the sport of curling in a gym, practice surface flooring of painted plastic instead of ice.",0,synonym_w2v
375052,The person is throwing a yellow object into the air as he rises on the sand.,Someone who swims in the ocean.,2,back_translation
23316,A man who has a small child in a branch of a tree.,Young child has problems and needs help to get down from a branch of trees.,1,back_translation
444091,A man is climbing a rock formation.,... a man is climbing a rock with formation.,1,bert_insertion
510302,A sidewalk artist who makes his most recent master's work with chalk.,The street artist paints the street.,2,back_translation
489562,Fille in white shirt blowing bubbles in dark room.,A young girl blowing bubbles in a room.,1,synonym_w2v
245991,ii Chinese people wear out traditional clothes,People wear casual clothing at home.,2,synonym_w2v
105870,A gentleman's gentleman spadeful snow off of a ceiling while another stands in the gismo that allowed them to reach the high place.,The men are working.,0,synonym_w2v
475832,The hockey players move quickly towards the puck.,the individual hockey players move quickly forward towards the puck.,2,bert_insertion
328324,"A man is relaxed in an overstuffed chair, reading a magazine.","a single man is perfectly relaxed in an overstuffed rocking chair, reading a magazine.",2,bert_insertion
217808,many people began standing by on a bridge over some murky water.,tall people standing.,1,bert_insertion
274500,L'home on the roof of a roof sprayer building.,A person is on the roof spraying it,0,back_translation
459255,Cyclists during a race through a village.,The cyclists are sitting in a corner,2,back_translation
172590,"A girl wearing a lime colored shirt, jeans and bowling shoes is trying to knock down the last three pins.",The girl in the lime colored shirt lost the bowling game,2,bert_replacement
212087,A man on rollerblades is doing a trick.,A man on rollerblade is do a trick.,0,synonym_w2v
4773,A immature humanity in a white push button shirt and black pants assesses a washer in a laundromat.,He is assessing a dryer.,2,synonym_w2v
411840,The girl with red shades and a blanched shirt is sitting on a workbench next to the girl in the black tank height.,A human with sunglasses,0,synonym_w2v
274292,A blonde is stepping on vertical trunks in the sand.,A blonde gadis is creating sand castles in the sand.,2,back_translation
155507,An old carpenter builds a chest.,the carpenter is experienced in his trade,1,back_translation
399903,"Two dogs are running, one of them has a stick in its mouth.","two more dogs here are running, yet one of them has a stick in its mouth.",2,bert_insertion
457961,A black child posing for a photo.,A black child screams for a photo,1,bert_replacement
250461,People watch a group of dogs on the street.,The dogs on the street are setting down.,2,bert_replacement
320221,People are sitting at every table in a cafe.,People are standing in line front of a restaurant.,2,bert_replacement
17088,a lady behind front the side counter selling cake.,The women is throwing cake at the customers.,2,bert_insertion
86033,seems lots of people at a texas swap game meet in a parking lot.,People gather at a swap meet.,0,bert_insertion
307211,Two children and their parents are on the floor opening presents.,Two children are with their mother indoors.,0,bert_replacement
258859,A young Jewish boy sits in a chair in a party., A young boy sits in a chair in a party.,0,bert_replacement
372853,Girl in school outfit atop a tree.,girl in school outfit up atop under a tree.,1,bert_insertion
275612,Workers constructing a temporary structure.,Workers are building a temporary shelter,0,bert_replacement
466622,A white dog and a black dog holding a gun between them in their mouths.,Two dogs are holding a gun.,0,bert_replacement
301163,leaders in blue dress on a grass field.,A cheerleader in a field.,0,back_translation
15815,people in a human marketplace.,"The market is empty, and all the customers and store owners have gone home for the evening.",2,bert_insertion
321403,A young blond-haired teenager wearing a striped shirt attempting to lift a large pumpkin from the pumpkin patch.,The man lights a bonfire.,2,bert_replacement
98140,The man drums while using his earpiece to keep pace with the music.,The man drums while using his earpiece to keep pace with the music.,0,synonym_w2v
459203,A man without a shirt who drives a horse who pulls a car.,The man's shirt is red.,2,back_translation
80244,Infantile using a wooden machine.,A minor is building something.,1,back_translation
53390,"Four backpackers, one in the foreground and two in the background, hike in the wilderness during a snowstorm.",Four people fight for survival in a snowstorm.,1,bert_replacement
92440,A man wearing all black jumps through a man-made waterfall.,or a man definitely wearing all black jumps through over a man - made waterfall.,0,bert_insertion
227303,Two men work with machinery in a factory wearing plastic aprons and gloves.,the men are not women.,2,bert_replacement
100334,A small white dog climbs over a log.,a small fluffy white guard dog climbs over a log.,1,bert_insertion
98789,A man skis past another man showing snow paintings.,The snow painting that is presented is destroyed by a careless ski.,2,back_translation
122963,A woman watching a child looks through a big blue telescope in the park.,A child uses a telescope while a woman watches.,0,back_translation
120610,A young boy and an elderly man are using a drill on some type of object.,A man uses a drill while a boy watches.,2,bert_replacement
109115,A person's hands work on some kind of project.,A person is lifting weights.,2,back_translation
462064,Two children stand before a painted ball throwing up a black ball.,Kids play a party.,1,back_translation
512673,Several people holding mops standing around two yellow mop buckets.,Several multitude holding mops standing around two yellowish mop bucket.,0,synonym_w2v
291337,Scuba divers are viewing the sunken airplane in the sea.,scuba divers are found viewing the sunken crashed airplane in the crashing sea.,1,bert_insertion
396201,People wait in line for a show in the theater.,People waiting for a world premier movie.,1,bert_replacement
502040,people watching and a guy riding in a black and green baseball sport cap skateboarding.,People sharing a bong and a beer.,2,bert_insertion
480248,A street performer with a black hat is preparing to play guitar right as the pedestrians approach him.,a street performer with underneath a black hat is preparing to play guitar strings right out as the few pedestrians approach him.,2,bert_insertion
51623,A couple performs in the audience.,A musical duo is performing folk music.,1,bert_replacement
367134,a talking toddler all bundled up getting ready to let go down a big slide.,The toddler is wearing clothes.,0,bert_insertion
14394,A person dressed in red is at the forefront of an underdeveloped city with visible l'home hanging fabrics.,The person is lying on the hot beach.,2,back_translation
187892,A young boy pointing and staring at a tree with more trees in the background.,A boy is cutting the grass.,2,bert_replacement
345561,A group of people are having conversation while drinking some beer.,A grouping of people live let conversation while drinking some beer.,1,synonym_w2v
256340,"Various customers, checking out in a buffet line.","Respective customers, checking out in a buffet line.",1,synonym_w2v
320417,Sportcaster Jim Rome look dapper.,An athlete is jumping.,2,back_translation
477724,"A man dressed in a white shirt, blue baseball detonating device while wearing gloves, sustain a red and white hot checkered solid food wrapping.",The man is dressed as a baseball player.,1,synonym_w2v
38657,A guy jumps to make a basketball shot.,A guy jump to make a hoops shot.,1,synonym_w2v
445436,A lady shirt worker weighs the products behind a stand that offers exotic foods.,A man weighed fruit and vegetables.,0,back_translation
271736,A man playing an accordion among in a public area.,A world playing an accordion among in a public area.,1,synonym_w2v
364712,a line of people closely dressed in 1800s attire impatiently wait to order fresh food from a vendor running outside.,People are in period dress.,0,bert_insertion
503883,A man in sitting in front of a large Calvin Klein steel advertisement with a long instrument.,A woman performs on the balcony.,2,bert_replacement
2137,Woman in white dress holds dove while sitting in flowered tree.,Woman in white dress holds dove while sitting in flowered tree.,2,synonym_w2v
232800,Man and woman having a serious conversation outside.,World and woman have a serious conversation outside.,2,synonym_w2v
16723,A man and a woman walk past a red car with a silver hood ornament,a man leads and a woman walk silently past a red pace car with a silver wing hood ornament,1,bert_insertion
18054,A man carrying a ladder leaves his bike on the street.,the man is riding a unicycle with a parrot on his shoulder,2,bert_replacement
540555,a young girl with beautiful glossy black pigtails on and brown eyes who enjoys a strawberry.,A young person with glossy black pigtails and brown eyes enjoys a strawberry.,0,bert_insertion
4584,A male person billiards player with a grin on his facial expression and his pool stick in hand overlook a billiards table with some balls on it.,A woman is watching football.,2,synonym_w2v
76654,A man in a blue shirt holding up a ceiling on a construction site.,a man in a pale blue shirt holding up painted a ceiling on a construction office site.,1,bert_insertion
370539,A team of players in the middle of a football match.,A group of players who have a game.,0,back_translation
220610,A woman takes a picture of a man in front of a tv screen.,A woman take a picture of a man in front of a idiot box screen door.,1,synonym_w2v
364976,A man in a culvert with long sleeves and long pants are overlooking a city.,L'home in the chapel looked at the city.,0,back_translation
413529,A man wearing a black shirt and headphones is recording his voice in a white-washed studio.,A man wearing a pitch dark shirt and headphones is recording his voice in a white - water washed studio.,1,synonym_w2v
88141,three people are standing outside a really big white cable boat.,The people are sleeping.,2,bert_insertion
379818,a surfer is depicted riding shotgun on a breaking wave.,the surfer is a great surfer,1,bert_insertion
203877,A woman in a blue plaid shirt and sunglasses scratches her face as she walks down the street.,a thin woman in a worn blue plaid shirt collar and sunglasses lightly scratches her face as she walks down the street.,1,bert_insertion
129422,A boy has hands with a woman walking with a man in a red shirt.,The boy's asleep.,2,back_translation
219200,Two kids are stuck in a fountain.,There is a group of dogs stuck in a park.,2,bert_replacement
17647,"A person in a motocross uniform, wearing a helmet, rides on a red motorcycle.",A person rides a red motorcycle.,0,back_translation
274041,A man mount a ladder in nominal head of a store.,A person climbs a ladder in front of a store.,0,synonym_w2v
536564,A piece sitting on a bench nether a large tree diagram.,a person sitting on a bench under a tree,0,synonym_w2v
96676,Two men wearing safety striped work clothes are sitting at a table surrounded by red and white work cones.,Two men wearing safety striped work clothes are sitting at a tabular array surrounded by red and blank work cone cell.,0,synonym_w2v
415322,always a rainy road opened at night.,It is dark out.,0,bert_insertion
288594,A identification number of colourful balls hide children.,Colorful balls hide children.,0,synonym_w2v
224046,"there are probably 5 men in from a small white motor boat, behind them there is a tropical jungle.",A group of people are jumping off the boat.,2,bert_insertion
270923,then there is possibly a band performing continuously while a man is singing.,The man is performing with the troop.,1,bert_insertion
497606,Three men gathered around to chat under a tent,The men plan the next circus act.,1,back_translation
312055,More dogs are running around in the water.,There is only one dog.,2,bert_replacement
38848,Picture of a train and masses in a subway.,People are standing in the subway.,0,synonym_w2v
337303,A man riding a brown horse is twirling a lasso above his head.,A man ride a brownish horse is twirling a lariat above his head.,0,synonym_w2v
463716,a man leans himself towards a blazing fire to check on laying the contents of a pot.,A man bends over.,0,bert_insertion
23680,Five cross-country skiers through snowy terrain.,A woman sleeps on the beach in the sun.,2,back_translation
207291,"A boy in red baseball shirt makes a pitch, in front of a trailer park.",a boy in blue baseball shirt throws a ball,2,bert_replacement
443908,"A blonde woman in a beige chapeau and black shirt, expect behind her, smile at the camera, with a group of other people babble in the background knowledge on a street.",A man takes off his hat.,2,synonym_w2v
172035,The large brown dog is sniffing a small white dog.,Two cats fight over a bowl.,2,bert_replacement
125267,People agglomerate a stroller to the fri,people are out,0,back_translation
26960,A small child is cycling away from a large bridge on a cloudy day.,The child is riding a tractor.,1,bert_replacement
383426,A man sitting in a retail store working.,The man inspects fabrics for the best quality.,1,bert_replacement
82232,A scene of several emergency workers responding to a car accident.,The car accident happened on the street.,0,back_translation
265264,these two people are jumping up hill with snow covered mountains in the background.,Other people are watching the two people.,1,bert_insertion
316306,"An older man with a mustache wearing blue jeans, a black belt, red short-sleeve shirt and a hat is looking at a book by a yong boy wearing a navy shirt and hat who is probably taking a picture or looking through binoculars.","an an older looking man with probably a mustache wearing blue jeans, a black belt, red striped short - part sleeve shirt and a hat is looking over at a book by a boy yong boy wearing mostly a navy shirt and hat ponytail who is probably taking a moving picture or looking through binoculars.",1,bert_insertion
406508,Two women in brightly colored tee-shirts and hats sit beside a black backpack on a stone bench beside a dusty trail.,these two women in brightly wore colored tee - shirt shirts and hats sit beside a black backpack strapped on on a stone bench beside a dusty trail.,0,bert_insertion
212394,A man who helps a woman climb.,♪ Everybody's you ♪,2,back_translation
53527,"A woman with a blue skirt, high heels, white shirt, green jacket and headband are coming out of a tunnel.",A dressed woman walks from a tunnel.,0,back_translation
533183,usually a squat man usually leans over near a wall with graffiti with a can of paint and uses a brush.,A man wearing clothes,1,bert_insertion
79065,"Two women, one wearing jeans and one wearing a white skirt, are walking in a building.",Two woman are walking into store.,1,bert_replacement
329513,Several people are talking in an alley.,several people are having a conversation in the alley,0,back_translation
411655,"A group of people are sitting around a large white banner that pronounce "" From New House of york. """,There is a group of people sitting around a large white banner to greet their son coming home from college.,1,synonym_w2v
124728,Several people are rafting down a choppy river in rough terrain.,Several people are hiking through the snowy frozen tundra.,2,bert_replacement
413723,A mother is taking care of an baby.,The mother tends to the newborn.,0,synonym_w2v
16521,The child with the flashlight is draining the water out of the boat.,The sad child with the flashlight is draining the water out of the boat.,1,bert_replacement
517796,A young topless girl carries a Brazilian flag whilst wearing a colorful bracelet on his arm and flowers around his neck,There is one girl in the picture.,1,bert_replacement
524481,A little dim girl wearing a blue bandana with small gold earring.,A young boy is wearing a ninja costume.,2,synonym_w2v
270832,A white man with a mustache is playing guitar.,The man is playing the drums.,2,bert_replacement
332148,Ii baseball game players warming up.,Baseball players begin prep work.,0,synonym_w2v
479045,so a man today is cutting something above a sink.,There is a woman in the kitchen.,2,bert_insertion
476415,A man wearing a backpack is climbing a rock.,A man is arrested.,0,bert_replacement
545529,three business type people walk down a busy downtown street.,The people are wearing ties.,1,bert_insertion
16237,"A grey dog walks through the green grass, the tongue that is hanging.",A cat stalking a butterfly in the grass.,2,back_translation
385084,"Jokey on white or light This horse is jumping over a hurdle of yellow, white and black poles.",The horse planted the poles to jump over earlier.,2,bert_replacement
198796,"A girl, with white shorts and a green top, swings over a swing of ropes and there is a large red building in the background.",The baby's got portails.,1,back_translation
134901,Two women discussing at a red table in a restaurant.,two women discussing about at least a red velvet table in a restaurant.,0,bert_insertion
419418,Two people wearing helmets ride over the yellow and white flowers.,Two people wearing helmets ride over the jaundiced and white peak.,0,synonym_w2v
20852,A woman with a red ball in a red mantle.,a woman is sitting in a breath,2,back_translation
270693,A wheel rider with a blue backpack peddling across a bridge.,An empty-handed equestrian striding down a dirt trail.,2,synonym_w2v
494012,Three people sitting on a cliff.,even three people sitting alone on a cliff.,2,bert_insertion
54422,A pair of boots are worn by a woman wearing orange tights.,A pair of boots are bear by a charwoman wearing orange tights.,1,synonym_w2v
4669,Deuce guys riding skateboards with 1 of them performing a leap trick.,Two guys at the skate park.,1,synonym_w2v
83684,A gentleman's gentleman in a blue perspirer and pitch black pants exits a news and grocery store store.,There is a man entering a store,2,synonym_w2v
496675,"On a beach, a woman in a red shirt carries an orange plastic bowl over her head.",a woman on a beach,0,back_translation
327454,A man is playing the guitar while another man plays the drums in front of a crowd of people.,a single man is playing the guitar while another other man plays the drums up in front of a large crowd of people.,0,bert_insertion
204605,A man with a grey lid has a hand tool on a surface of rhujat metal.,The man rides a cabai.,2,back_translation
242924,A man in a pink biking ensemble competing in a race.,A man in a garden pink biking ensemble competing in a slipstream.,2,synonym_w2v
104208,The dog in a waistcoat leaps in the breeze and there is a bird vanish.,The dog's vest is uncomfortable.,1,synonym_w2v
30200,the old girl ending in on the red sports jacket is next to a picture of a funny face.,The girl is making funny faces for a picture with her friends,1,bert_insertion
79438,A group of three men in white shirts stand near a police van while a man in a black jacket with a white stripe sits on the curb.,The three men kept standing.,0,bert_replacement
328718,A man wearing a brown jacket and gray hat stands with his eyes closed in a crowd of people outdoors.,a small man wearing a brown jean jacket and gray hat stands with his milky eyes closed in a crowd entirely of people mostly outdoors.,1,bert_insertion
157966,A busy plaza with respective people give birth conversations.,A plaza has a lot of people shopping.,1,synonym_w2v
169053,A man and child posing in front of a train.,a beautiful man models and child pose posing in front of a train.,2,bert_insertion
103320,The bamboo used for the seat portion of the bench is comprised of different colored slats.,The bench is made of bamboo,0,bert_replacement
332221,A woman in a white tank top is standing behind flowers holding a microphone.,A woman has a microphone inside a wedding.,1,bert_replacement
286290,A man of khakis is standing in an entrance.,A man with blue jeans is on the edge of a window.,2,back_translation
225202,"A man in a red ball cap with a baby in tears, with yellow boots",A baby with a doll,2,back_translation
445599,A bunch of cyclist are riding their bikes down the road.,A gang of cyclist cost riding their bikes down the road.,0,synonym_w2v
448643,Two black and white dogs look at something in the air as they run in a grassy field.,Two male dogs of the same layer are trying to capture a bird in a meadow.,1,back_translation
17021,A group of people who grab the hay inside a horse-throwing cart.,A group of people sitting in a cab.,2,back_translation
39351,"Brightly coloured plastic boxes were stacked high in the alley behind a brick building, black from a man in blue sports clothing pushing a green dumpster.",A woman pushing a red dumpster.,2,back_translation
235611,Two little boys riding their bikes in the street.,Ii short boys riding their bikes in the street.,2,synonym_w2v
547834,A kinsfolk relish a day at the beach.,Two men are swimming in a lake.,2,synonym_w2v
391996,A man is assemble hay on a horse drawn police van.,Three horses are pulling a wagon covered in hay,-1,synonym_w2v
346028,A bmx jumping into a drainage area.,A bmx jump into a drainage field.,1,synonym_w2v
437511,two religious faced men glancing constantly off to their right while standing out in front of a small church.,Two religious women glancing off to their right while standing in front of a church.,2,bert_insertion
498050,Two performers with yellow suits are playing on stage.,Two performer with yellow suits are playing on stage.,0,synonym_w2v
346549,A humanity posture and drinks a boozing with other people in the background.,A man is having a sip of his drink with other people around.,0,synonym_w2v
511295,A brown puppy and a black and brown puppy are playing in the water and the black is carrying a long stick in the mouth.,There are dogs that make pizza in an oven,2,back_translation
533282,Family gazes as newborn sleeps on the lap of the mother.,Family stare as newborn sleeps on the lap of the mother.,2,synonym_w2v
446770,simultaneously an aged accordion player accompanies between a man and woman dancing who are dancing a tango on crossing a city owned street as several passersby watch.,a person plays an accordion for a man and woman who are dancing  on a street trying to get tips,1,bert_insertion
2634,A group of cheerleaders be cheering on a field.,A group of cheerleaders cheering.,0,synonym_w2v
223027,A safety patrol man holds his hat while many people are behind him.,a deputy safety patrol man holds tightly his hat while many people are seated behind him.,1,bert_insertion
242167,Three girls in hats and dresses dance to music played by boys in the background.,The boys and girls are united.,2,bert_replacement
451064,A woman with a plate dress standing on the sidewalk next to a can blanc,the dog is a pit bull,1,back_translation
268938,A dog jumping in the woods to retrieve a stick from a man.,The dog lazily walks through the park.,2,bert_replacement
352230,two white men selling food parked on a busy street.,Men are walking on a street.,1,bert_insertion
183385,A woman is holding a bouquet of tissue paper bloom while two men look on from the porch.,a lady holding paper flowers is observed by a pair of guys,0,synonym_w2v
361980,Four men dressed in bondage gear are on a float in a gay pride parade.,The men are on a float.,0,bert_replacement
376423,Two guys playing baseball.,Girls are playing volleyball.,2,bert_replacement
220421,A construction worker balance of scaffolding.,A person is parading a building.,2,back_translation
509909,"A group of people in a beach standing in sand concur a net, while another group of people stand in the sea oblige the rest of the net.",There is a family on the beach.,1,synonym_w2v
109638,"2 people sit barefoot back in a tent, one thirsty with just a beer and one lounging playing for a guitar.",A couple people sit in a tent.,0,bert_insertion
165821,A brown cane is chasing after a soccer ball.,The can chase the ball after leaving the football field.,1,back_translation
360757,"Two women tennis players, one young and one older.",A mother and daughter play tennis.,1,bert_replacement
3003,a little girl stands smiling excitedly in a strangely colorful knitted hat.,The little girl likes her hat,1,bert_insertion
543637,People sit at a table watching a role.,People at the table are watching a paper,0,back_translation
362020,A man with canoe is na beach with a tent mounted.,A man is camping,0,back_translation
82486,"Two men standing on a medium sized fishing boat in the ocean, as the sun sets behind them.","Two men standing on a spiritualist sized sportfishing gravy holder in the sea, as the sun sets behind them.",1,synonym_w2v
359858,A brown dog in a box.,There were cats on the box,2,bert_replacement
221098,two small dogs growling at each other in a dirtbed,eventually two small dogs began growling at each other in quite a dirtbed,1,bert_insertion
380692,Two wanitas walk down the street.,Two wanitas are walking to the mall.,1,back_translation
182482,two men dressed in the medieval period attire together are in one a dirt enclosure with the man dressed yellow has his foot on the man literally wearing red boots and silver blues back.,Tall people in attire,1,bert_insertion
239111,A nurse is bathing a newborn baby.,A nurse bathes a newborn baby.,0,back_translation
103900,People are walk around a mall type spot with a pink tiled floor.,A bunch of friends walking around an outdoor mall.,1,synonym_w2v
263126,A blond child in a purple hat is blowing bubbles.,A blonde child in a purpleness hat is blowing bubbles.,0,synonym_w2v
55531,A baseball player slides to base while an match player parachuting over him.,The baseball field is empty.,2,synonym_w2v
528751,"A lot in a red, white and blue hockey uniform is about to hit a puck with a hockey stick.",The kis plays hockey,1,back_translation
278310,Woman in black uniform and umbrella cleaning a table.,She likes to clean up.,1,back_translation
325084,Asian males dressed in white versus black are looking around.,The men are co-workers.,1,bert_replacement
489134,A child is sitting behind a makeshift table.,a small child is sitting behind under a makeshift table.,1,bert_insertion
320131,"a dancing person is dancing a dance movement where the whole body is off the ground, except for one hand",Someone's making a handstand.,0,back_translation
118602,Mozo jumping from a trampoline to a lake.,A boy jumping out of a lake.,0,back_translation
176285,A young man going through a bag of vegetables.,A young man going through a bag of candy.,2,back_translation
139978,A college football secret plan is in progress.,A college football game is going on for a long time.,1,synonym_w2v
424922,A newlywed couple photographed outside of a black convertible.,The newlywed pair.,0,back_translation
45516,a family standing in front of tall trees,just a family standing in shadows front of tall trees,0,bert_insertion
113906,A man hooded with a beard is walking through concrete steps carrying a red bag while a policeman looks at l'eau threatening to invade the steps.,Home hooded gets in a coat while a cop cares about them being trapped.,1,back_translation
351964,"Two men and two women are in a living area playing the video game ""Rock Band.""","Deuce man and two women are in a living area playing the video recording game "" Rock Circle. """,2,synonym_w2v
18724,A bald dark-skinned man in a purple tank top and jeans works with another man next to a blue bucket.,a bald dark - skinned man is in basically a purple tank top and jeans that works tag with another man next to fill a blue bucket.,1,bert_insertion
199654,A woman attends to customers at a table.,A woman attends to customer at a table.,0,synonym_w2v
19313,A man in blue shirt digs gravel for construction purposes.,There is a man shoveling gravel.,0,bert_replacement
394426,"A beach scene with three boys in shorts to swim every paddle ball racquets, but no ball in sight.",The boys lost the paddle ball in the waves.,1,back_translation
495000,A brown dog bites a purple chicken in the snow.,a dog bit a chicken,0,bert_replacement
262807,The goaltender is crouching in front of the goal.,the orthodox goaltender is crouching in the front of the left goal.,1,bert_insertion
441595,Band leader motions with a stick while wearing a plaid kilt and cape.,band leader motions with missing a stick while wearing wearing a red plaid kilt and cape.,1,bert_insertion
436294,A person is hauled up a snowy hill,person walks up hill,0,bert_replacement
307419,A girl in cargo pants and a green shirt jumps in front of a square stone.,A sleeping girl.,2,back_translation
30390,An elder presents a three octopus dish on a colorful plate.,Culinary paste.,2,back_translation
381284,A man in a white t-shirt cleaning up debris.,a man in a white cotton t - shirt cleaning himself up heavy debris.,2,bert_insertion
37741,People in costumes are walking about in the street.,People dressed up are walking down a street.,0,bert_replacement
223573,A man standing in a doorway in front of a woman in a garden.,A woman sunbathes on the patio.,2,bert_replacement
256473,Two young boys and a young girl playing on a gaurd rail.,two dressed young boys and a young student girl playing piano on a gaurd rail.,1,bert_insertion
354729,a young man traveling north on bus with a piece off of wild flower in his hands.,There are people on the bus.,1,bert_insertion
236730,A man in blue takes a photo of the person taking a photo of him.,A man in red riding a bike.,2,bert_replacement
464125,A chef prepares food in a storefront window.,The chef is taking a smoking break,2,synonym_w2v
229240,A group of people on their knees praying.,A group of men on their knees praying,1,bert_replacement
154295,A woman rock climber scales a cliff far below pastures.,A woman is rock climbing below pastures on a sunny day.,1,bert_replacement
416810,A black man with a green cap talks to a woman sitting on a skateboard while she is paraded with chalk on the sidewalk.,A tall man in a blue hat tried to speak to the woman holding her skateboard under an arm under the brothel of the building.,2,back_translation
428039,Spelunker finds water during his journey.,A person finds a river in the woods.,2,back_translation
143954,Firemen gathered around a firetruck on a roadside.,the men sitting in a group,2,bert_replacement
321832,man splitting wood side by side to a white teepee collapsible shelter.,There was man close to the tent.,0,synonym_w2v
280308,A brown dog chases another browned dog world health organization has a green globe.,The black dog is chasing the brown dog.,2,synonym_w2v
463646,A lean white and brown cloud makes its way through a patch of snow.,A cloud running throw the snowy driveway.,1,bert_replacement
103334,The wood used for the bench portion of the bench is comprised of different colored slats.,The bench is made of different kinds of wood.,1,bert_replacement
263409,A woman is playing ice hockey.,A woman just scored a century in hockey.,1,bert_replacement
419097,a black puppy jump on the dorsum of a white puppy,Two puppies playing with each other.,0,synonym_w2v
242304,An adult lady playing with a red-haired boy.,A gray-haired man who plays ladies with a red-haired boy.,1,back_translation
530489,A man carve gist in the kitchen.,A man is in the kitchen.,0,synonym_w2v
28813,A woman wearing pink is brushing a horse's coat.,a tall woman wearing pale pink is brushing a horse'top s coat.,0,bert_insertion
469163,A woman talking on a cell and a man with a mustache emerge up the stairs from an underground subway.,A man and women are sitting on a plane.,2,bert_replacement
191548,A untried girl in an orange bathing suit bring on the beach ' s shoring.,A kid plays at the beach.,0,synonym_w2v
155303,There are two women playing a game and a man sitting on the floor playing a guitar next to a bunk bed.,There exist two women playing a game and a man sitting on the level playing a guitar side by side to a buncombe bed.,0,synonym_w2v
202496,Three men walking in front of a colorful tent with a sign on it.,Three men are about to infiltrate a fortune teller's tent.,1,bert_replacement
138085,A man wearing a red shirt stand behind a display of donuts.,A man wearing a red shirt stand behind a display of doughnut.,1,synonym_w2v
228790,"A woman in a blueing, topaz and beige bare shirt is smoking.",A woman in a red dress is smoking.,2,synonym_w2v
251598,A bird is standing on a rock overlooking a waterfall.,The bird was outside.,0,back_translation
464579,White male avoiding light fluid on carbon grill carbon while drinking a beer and smoking a cigarette in the woods.,l'home is in the woods,0,back_translation
