premise,hypothesis,label
Indian lady and a guy in a blue suit dancing in the sunlight.,A woman eats a pickle. A woman eats a pickle.,2
Indian lady and a guy in a blue suit dancing in the sunlight.,Two people dancing outdoors. Two people dancing outdoors.,0
Indian lady and a guy in a blue suit dancing in the sunlight.,Two people dancing while a band performs. Two people dancing while a band performs.,1
Two older men are talking.,Two people are having a conversation. Two people are having a conversation.,0
Two older men are talking.,Men are exchanging ideas. Men are exchanging ideas.,1
Two older men are talking.,A crowd is talking over each other. A crowd is talking over each other.,2
A mountain biker jumping a slope outdoors in a forest area.,They are going fast. They are going fast.,1
A mountain biker jumping a slope outdoors in a forest area.,A biker is doing jumps by trees. A biker is doing jumps by trees.,0
A mountain biker jumping a slope outdoors in a forest area.,They aren't on bikes. They aren't on bikes.,2
A mountain biker jumping a slope outdoors in a forest area.,A person is trying to learn new tricks on their bike. A person is trying to learn new tricks on their bike.,1
A mountain biker jumping a slope outdoors in a forest area.,The biker is jumping into a hole. The biker is jumping into a hole.,0
A mountain biker jumping a slope outdoors in a forest area.,A person rides a bike outdoors. A person rides a bike outdoors.,0
A mountain biker jumping a slope outdoors in a forest area.,The biker can be a man or a woman The biker can be a man or a woman,1
A mountain biker jumping a slope outdoors in a forest area.,There's a biker There's a biker,0
A mountain biker jumping a slope outdoors in a forest area.,A biker is doing jumps in a wooded area. A biker is doing jumps in a wooded area.,1
A mountain biker jumping a slope outdoors in a forest area.,The biker is using a small bike to jump a hole. The biker is using a small bike to jump a hole.,1
A mountain biker jumping a slope outdoors in a forest area.,They are avoiding trees. They are avoiding trees.,0
A mountain biker jumping a slope outdoors in a forest area.,The mountain biker is going on a desert trail. The mountain biker is going on a desert trail.,2
A mountain biker jumping a slope outdoors in a forest area.,The biker is trying to jump over a volcano. The biker is trying to jump over a volcano.,2
A mountain biker jumping a slope outdoors in a forest area.,He's indoors He's indoors,2
A mountain biker jumping a slope outdoors in a forest area.,A person is riding in a bobsled. A person is riding in a bobsled.,2
Two older men in winter coats talking outside of a shop with a grassy lawn covered in a light coat of snow in front of it.,The old men are discussing the weather. The old men are discussing the weather.,1
Two older men in winter coats talking outside of a shop with a grassy lawn covered in a light coat of snow in front of it.,Two old men in winter coats talk outside. Two old men in winter coats talk outside.,0
Two older men in winter coats talking outside of a shop with a grassy lawn covered in a light coat of snow in front of it.,The old men are wearing raincoats. The old men are wearing raincoats.,2
"Two elderly men having a conversation, snow covered grass in the background.",The men are drinking coffee and having some cookies The men are drinking coffee and having some cookies,2
"Two elderly men having a conversation, snow covered grass in the background.",The men are sleeping The men are sleeping,2
"Two elderly men having a conversation, snow covered grass in the background.",There are two men outside in this picture There are two men outside in this picture,0
Two men are standing outside and snow is on the ground.,Two men preparing for a snowball fight. Two men preparing for a snowball fight.,1
Two men are standing outside and snow is on the ground.,People are near snow. People are near snow.,0
Two men are standing outside and snow is on the ground.,Men making snow angels. Men making snow angels.,2
Two older men in coats are standing outside.,These men never wore coats. These men never wore coats.,2
Two older men in coats are standing outside.,They are outside wearing coats. They are outside wearing coats.,0
Two older men in coats are standing outside.,"It is cold, but they went outside anyway. It is cold, but they went outside anyway.",1
A gentleman in a purple scarf and hat is looking at money while holding an accordion.,A woman is brushing her hair in her bedroom. A woman is brushing her hair in her bedroom.,2
A gentleman in a purple scarf and hat is looking at money while holding an accordion.,A man is holding an accordian. A man is holding an accordian.,0
A gentleman in a purple scarf and hat is looking at money while holding an accordion.,A man is looking at a hundreds of dollars. A man is looking at a hundreds of dollars.,1
BMX biker jumps over a ravine.,ravine jumping is never easy ravine jumping is never easy,1
BMX biker jumps over a ravine.,there is a bmx biker who is perfect in ravine jumping there is a bmx biker who is perfect in ravine jumping,0
BMX biker jumps over a ravine.,anybody can do ravine jumping anybody can do ravine jumping,2
A white bike is tied to a street sign.,the bike is tied to a stop sign the bike is tied to a stop sign,1
A white bike is tied to a street sign.,the car is parked at the sign the car is parked at the sign,2
A white bike is tied to a street sign.,the bike is tied to a sign the bike is tied to a sign,0
A white bike is leaning against a post.,A bike is on the ground about to be reparied A bike is on the ground about to be reparied,2
A white bike is leaning against a post.,A bike with a flat tire is not being ridden A bike with a flat tire is not being ridden,1
A white bike is leaning against a post.,A bike it outside A bike it outside,0
The boy locked the cycle and went away.,A boy riding a bike. A boy riding a bike.,2
The boy locked the cycle and went away.,A boy walking away. A boy walking away.,0
The boy locked the cycle and went away.,A bicycle chained up with a boy walking away. A bicycle chained up with a boy walking away.,1
A crowded city during daytime.,A city filled with people in the middle of the daytime. A city filled with people in the middle of the daytime.,0
A crowded city during daytime.,A abandoned city at the edge of the world. A abandoned city at the edge of the world.,2
A crowded city during daytime.,A crowded city filled with many cars on a warm summer day. A crowded city filled with many cars on a warm summer day.,1
People walking around in a big city.,People are walking to the park. People are walking to the park.,1
People walking around in a big city.,People are outside. People are outside.,0
People walking around in a big city.,The people are asleep. The people are asleep.,2
A busy city that looks like New York City.,The city has a lot of people in it. The city has a lot of people in it.,0
A busy city that looks like New York City.,The city is very large. The city is very large.,1
A busy city that looks like New York City.,"The city looks like Lawrence, Kansas. The city looks like Lawrence, Kansas.",2
"A view of buildings and people walking across the streets in Times Square, New York City.",There is a city. There is a city.,0
"A view of buildings and people walking across the streets in Times Square, New York City.",The field of poppies is perfectly still. The field of poppies is perfectly still.,2
"A view of buildings and people walking across the streets in Times Square, New York City.",Times Square in New York City is full of people and bustling with noise and activity. Times Square in New York City is full of people and bustling with noise and activity.,1
A woman is making a clay pot.,A man is painting a painting. A man is painting a painting.,2
A woman is making a clay pot.,A woman is making a flower pot. A woman is making a flower pot.,1
A woman is making a clay pot.,An artist is sculpting with clay. An artist is sculpting with clay.,0
A barber waiting for customers.,A barber is inside his shop standing in the front. A barber is inside his shop standing in the front.,1
A barber waiting for customers.,A barber is at work. A barber is at work.,0
A barber waiting for customers.,The barber is closing the shop at the end of the day. The barber is closing the shop at the end of the day.,2
A man sitting in a barber shop.,There is an individual waiting indoors. There is an individual waiting indoors.,0
A man sitting in a barber shop.,A man is waiting to get his haircut. A man is waiting to get his haircut.,1
A man sitting in a barber shop.,A man is brushing his teeth. A man is brushing his teeth.,2
A woman preparing to glaze a bowl.,A woman happily preparing to glaze A woman happily preparing to glaze,1
A woman preparing to glaze a bowl.,A woman not preparing to glaze A woman not preparing to glaze,2
A woman preparing to glaze a bowl.,A woman preparing to glaze A woman preparing to glaze,0
"A woman wearing an apron inspects a large pot on a table filled with cups, bowls, pots and baskets of assorted size.",A woman wearing gloves is washing dishes. A woman wearing gloves is washing dishes.,2
"A woman wearing an apron inspects a large pot on a table filled with cups, bowls, pots and baskets of assorted size.","A woman wearing a red apron inspects a large black pot on a table filled with cups, bowls, pots and baskets of assorted size. A woman wearing a red apron inspects a large black pot on a table filled with cups, bowls, pots and baskets of assorted size.",1
"A woman wearing an apron inspects a large pot on a table filled with cups, bowls, pots and baskets of assorted size.",A woman is wearing an apron. A woman is wearing an apron.,0
A model posing to look as if she's a real female soccer player.,A man is modeling for a cooking show. A man is modeling for a cooking show.,2
A model posing to look as if she's a real female soccer player.,A woman is trying to model for a sports magazine. A woman is trying to model for a sports magazine.,1
A model posing to look as if she's a real female soccer player.,A model is doing a shoot. A model is doing a shoot.,0
Firemen emerge from a subway station.,Firemen walking outside Firemen walking outside,0
Firemen emerge from a subway station.,The station is empty The station is empty,2
Firemen emerge from a subway station.,The firemen are not working The firemen are not working,1
Exhausted looking firemen are walking.,Firemen are walking. Firemen are walking.,0
Exhausted looking firemen are walking.,Exhausted looking firemen are walking back to the fire station to rest. Exhausted looking firemen are walking back to the fire station to rest.,1
Exhausted looking firemen are walking.,Determined looking firemen are running into a burning building. Determined looking firemen are running into a burning building.,2
"Three firefighters, the nearest firefighter is holding a helmet in his left hand.",Three man are holding axes in their left hands. Three man are holding axes in their left hands.,2
"Three firefighters, the nearest firefighter is holding a helmet in his left hand.",The three firefighters are discussing sports. The three firefighters are discussing sports.,1
"Three firefighters, the nearest firefighter is holding a helmet in his left hand.",The firemen are gathered one is holding his helmet. The firemen are gathered one is holding his helmet.,0
A man walking along side a clean up crew.,The man directed the clean up crew where to go. The man directed the clean up crew where to go.,1
A man walking along side a clean up crew.,The woman jogged alongside the crew. The woman jogged alongside the crew.,2
A man walking along side a clean up crew.,The man walked alongside the crew. The man walked alongside the crew.,0
A little boy swims underwater.,A boy floats on top of water. A boy floats on top of water.,2
A little boy swims underwater.,A little boy swimming at a beach. A little boy swimming at a beach.,1
A little boy swims underwater.,A child swimming. A child swimming.,0
A driver is racing his Ford vehicle on a gravel track.,A man has parked his truck. A man has parked his truck.,2
A driver is racing his Ford vehicle on a gravel track.,A Ford is being driven on a track. A Ford is being driven on a track.,0
A driver is racing his Ford vehicle on a gravel track.,A man is racing his truck. A man is racing his truck.,1
Three guys and a girl are all jumping in a pool together.,The people are all climbing out of the water. The people are all climbing out of the water.,2
Three guys and a girl are all jumping in a pool together.,The people are all jumping into a body of water. The people are all jumping into a body of water.,0
Three guys and a girl are all jumping in a pool together.,The people are all friends. The people are all friends.,1
"A little boy underwater in a pool, holding a plastic dinosaur.",The toy is waterproof. The toy is waterproof.,1
"A little boy underwater in a pool, holding a plastic dinosaur.",The Lone Ranger swims again. The Lone Ranger swims again.,2
"A little boy underwater in a pool, holding a plastic dinosaur.",Small boy in pool holds toy. Small boy in pool holds toy.,0
A little boy swimming underwater with a toy in his hand.,A little boy is chasing a dog. A little boy is chasing a dog.,2
A little boy swimming underwater with a toy in his hand.,A little boy is holding a pool ring. A little boy is holding a pool ring.,1
A little boy swimming underwater with a toy in his hand.,A little boy is underwater. A little boy is underwater.,0
A man wearing a white shire shirt and hate is riding a bucking horse in a rodeo.,A man is riding in his first rodeo. A man is riding in his first rodeo.,1
A man wearing a white shire shirt and hate is riding a bucking horse in a rodeo.,A rodeo clown chases a bull. A rodeo clown chases a bull.,2
A man wearing a white shire shirt and hate is riding a bucking horse in a rodeo.,A man is being bucked on a horse. A man is being bucked on a horse.,0
"A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride.",The man rides an animal. The man rides an animal.,0
"A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride.",The man is trying not to fall. The man is trying not to fall.,1
"A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride.",The man is riding a motorcycle. The man is riding a motorcycle.,2
a woman with a straw hat working on a strange machine with coconuts at her side.,A woman is using a machine to make coconut milk. A woman is using a machine to make coconut milk.,1
a woman with a straw hat working on a strange machine with coconuts at her side.,A woman is sitting on the couch. A woman is sitting on the couch.,2
a woman with a straw hat working on a strange machine with coconuts at her side.,A woman is at a machine. A woman is at a machine.,0
A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees.,The man is boiling a pot of corn. The man is boiling a pot of corn.,2
A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees.,There is a person processing vegetables. There is a person processing vegetables.,0
A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees.,A man is shucking a large pile of corn. A man is shucking a large pile of corn.,1
a woman wearing a Chinese straw hat operating some sort of stainless steel machine in what appears to be a park.,The woman is making jewelry at the park. The woman is making jewelry at the park.,1
a woman wearing a Chinese straw hat operating some sort of stainless steel machine in what appears to be a park.,The woman has a small child trapped in the machine who sews clothes. The woman has a small child trapped in the machine who sews clothes.,2
a woman wearing a Chinese straw hat operating some sort of stainless steel machine in what appears to be a park.,The woman is outdoors with a machine. The woman is outdoors with a machine.,0
A woman on the side of a street is making food on her cart.,A child is wearing a bandana. A child is wearing a bandana.,2
A woman on the side of a street is making food on her cart.,A person is cooking mexican food. A person is cooking mexican food.,1
A woman on the side of a street is making food on her cart.,A person is cooking. A person is cooking.,0
A man in blue shorts and without a shirt is jogging down the road while listening to his iPod.,The man is wearing a blue shirt. The man is wearing a blue shirt.,2
A man in blue shorts and without a shirt is jogging down the road while listening to his iPod.,The man is running. The man is running.,0
A man in blue shorts and without a shirt is jogging down the road while listening to his iPod.,The man is wearing headphones. The man is wearing headphones.,1
Women exercising one woman has a green mat and black outfit on.,The women are exercising. The women are exercising.,0
Women exercising one woman has a green mat and black outfit on.,The women are both dressing in green. The women are both dressing in green.,2
Women exercising one woman has a green mat and black outfit on.,The women are doing yoga. The women are doing yoga.,1
Students practicing yoga in a class setting.,The students are taking a beginners' yoga class. The students are taking a beginners' yoga class.,1
Students practicing yoga in a class setting.,The students solve equations on the board. The students solve equations on the board.,2
Students practicing yoga in a class setting.,A yoga class is in progress. A yoga class is in progress.,0
People are stretching on yoga mats.,They stretched on yoga mats outside. They stretched on yoga mats outside.,1
People are stretching on yoga mats.,The people stretched on yoga mats. The people stretched on yoga mats.,0
People are stretching on yoga mats.,They stretched on bikes. They stretched on bikes.,2
A group of people are doing yoga.,The people are doing yoga The people are doing yoga,0
A group of people are doing yoga.,The people are working out The people are working out,1
A group of people are doing yoga.,The people are sleep. The people are sleep.,2
Motorcyclist performing while two men watch.,Two women are walking with strollers. Two women are walking with strollers.,2
Motorcyclist performing while two men watch.,Men watching motorcyclist. Men watching motorcyclist.,0
Motorcyclist performing while two men watch.,Motorcylist performing in annual race. Motorcylist performing in annual race.,1
The young man is waiting with others on the sidewalk.,The girls are climbing a tree The girls are climbing a tree,2
The young man is waiting with others on the sidewalk.,There is a young person talking with others near the bustop There is a young person talking with others near the bustop,1
The young man is waiting with others on the sidewalk.,there is a group of people waiting outside there is a group of people waiting outside,0
Two people pose for the camera.,People pose for a picture. People pose for a picture.,0
Two people pose for the camera.,People pose for a family picture. People pose for a family picture.,1
Two people pose for the camera.,Two people are yelling. Two people are yelling.,2
A man is sleeping on the grass.,The man is laying down to sleep The man is laying down to sleep,0
A man is sleeping on the grass.,The man is checking into a 4 star hotel The man is checking into a 4 star hotel,2
A man is sleeping on the grass.,The man is sleeping on the grass because he is homeless The man is sleeping on the grass because he is homeless,1
A white and brown dog is leaping through the air.,The white and brown dog is in the air. The white and brown dog is in the air.,0
A white and brown dog is leaping through the air.,The dog is taking a nap. The dog is taking a nap.,2
A white and brown dog is leaping through the air.,The dog is catching a frisbee. The dog is catching a frisbee.,1
A row of legs and black boots with a boy sitting at the end of the row.,A young boy eats a sandwich. A young boy eats a sandwich.,2
A row of legs and black boots with a boy sitting at the end of the row.,A young boy sits on the ground in a family picture. A young boy sits on the ground in a family picture.,1
A row of legs and black boots with a boy sitting at the end of the row.,A boy sits at peoples feet. A boy sits at peoples feet.,0
A man in blue lies on a mostly-barren patch of grass while small groups of people congregate in the distance.,A man is wearing blue. A man is wearing blue.,0
A man in blue lies on a mostly-barren patch of grass while small groups of people congregate in the distance.,The man is tired. The man is tired.,1
A man in blue lies on a mostly-barren patch of grass while small groups of people congregate in the distance.,The man is drinking a beer in a pub. The man is drinking a beer in a pub.,2
Various people hanging around outside of a building.,The people are inside playing soccer. The people are inside playing soccer.,2
Various people hanging around outside of a building.,The people are on lunch break. The people are on lunch break.,1
Various people hanging around outside of a building.,There are a group of people are standing outside. There are a group of people are standing outside.,0
A little girl follows two guys with umbrellas down a path.,The people are outside. The people are outside.,0
A little girl follows two guys with umbrellas down a path.,The little girl is riding a horse. The little girl is riding a horse.,2
A little girl follows two guys with umbrellas down a path.,The people are walking home in the rain. The people are walking home in the rain.,1
A lady is on the floor packing a suitcase.,She is packing. She is packing.,0
A lady is on the floor packing a suitcase.,The girl is going on a trip. The girl is going on a trip.,1
A lady is on the floor packing a suitcase.,The woman is standing up unpacking. The woman is standing up unpacking.,2
Little girl in a blue and yellow plaid outfit and blue hat is running along the trail.,A girl is running on the trail. A girl is running on the trail.,0
Little girl in a blue and yellow plaid outfit and blue hat is running along the trail.,A boy is hiking on the trail. A boy is hiking on the trail.,2
Little girl in a blue and yellow plaid outfit and blue hat is running along the trail.,A girl is running downhill on the trail. A girl is running downhill on the trail.,1
"Little girl walking along a dirt, rock, and grass path wearing a blue hat many steps behind two people wearing backpacks and holding umbrellas.",3 people are walking along a path. 3 people are walking along a path.,0
"Little girl walking along a dirt, rock, and grass path wearing a blue hat many steps behind two people wearing backpacks and holding umbrellas.",2 people are on the path. 2 people are on the path.,2
"Little girl walking along a dirt, rock, and grass path wearing a blue hat many steps behind two people wearing backpacks and holding umbrellas.",three people are walking along a path trying to get home before the storm hits. three people are walking along a path trying to get home before the storm hits.,1
The blond woman is searching for medical supplies in a suitcase.,A blonde woman looks for things in a suitcase. A blonde woman looks for things in a suitcase.,0
The blond woman is searching for medical supplies in a suitcase.,A blonde woman looks for medical supplies for work in a suitcase. A blonde woman looks for medical supplies for work in a suitcase.,1
The blond woman is searching for medical supplies in a suitcase.,A brunette woman checks her suitcase before boarding a plane. A brunette woman checks her suitcase before boarding a plane.,2
Stacks of neatly folded clothing cover most of this floor while a woman with a beige shirt and jeans busily fills a suitcase.,A woman is packing for a trip. A woman is packing for a trip.,1
Stacks of neatly folded clothing cover most of this floor while a woman with a beige shirt and jeans busily fills a suitcase.,A man is packing his golf clubs. A man is packing his golf clubs.,2
Stacks of neatly folded clothing cover most of this floor while a woman with a beige shirt and jeans busily fills a suitcase.,A woman is filling a suitcase. A woman is filling a suitcase.,0
A young woman packs belongings into a black suitcase.,A young man packs belongings into a black trash bag. A young man packs belongings into a black trash bag.,2
A young woman packs belongings into a black suitcase.,A young woman distributes belongings into a black box. A young woman distributes belongings into a black box.,1
A young woman packs belongings into a black suitcase.,A young woman packs belongings into a black luggage carrier. A young woman packs belongings into a black luggage carrier.,0
People going for a long walk to the mountains.,The people are walking in a big group. The people are walking in a big group.,1
People going for a long walk to the mountains.,The people are running towards the mountains. The people are running towards the mountains.,2
People going for a long walk to the mountains.,The people are walking outdoors. The people are walking outdoors.,0
A man resting on a street.,A man sitting on a street. A man sitting on a street.,1
A man resting on a street.,A man jogging on the street. A man jogging on the street.,2
A man resting on a street.,A man resting on a street. A man resting on a street.,0
A woman in costume is marching with a large drum.,Highschool homcoming marching band is marching. Highschool homcoming marching band is marching.,1
A woman in costume is marching with a large drum.,The drum lady drive a bus. The drum lady drive a bus.,2
A woman in costume is marching with a large drum.,She plays in a band. She plays in a band.,0
"A man carrying a load of fresh direct boxes on car with wheels in the city streets, as a woman walks towards him.",Someone is toting packages in an urban setting. Someone is toting packages in an urban setting.,0
"A man carrying a load of fresh direct boxes on car with wheels in the city streets, as a woman walks towards him.",A young lad delivers groceries by bicycle in the city. A young lad delivers groceries by bicycle in the city.,2
"A man carrying a load of fresh direct boxes on car with wheels in the city streets, as a woman walks towards him.",A man delivers groceries to shut-in seniors in the city. A man delivers groceries to shut-in seniors in the city.,1
a motorcyclist does a nose wheelie.,A man doing a wheelie A man doing a wheelie,0
a motorcyclist does a nose wheelie.,A man standing beside a crashed motorcycle A man standing beside a crashed motorcycle,2
a motorcyclist does a nose wheelie.,A motorcyclist doing a wheelie A motorcyclist doing a wheelie,0
A man sitting on a scooter on the curb.,A man is waiting for someone to fix his scooter. A man is waiting for someone to fix his scooter.,1
A man sitting on a scooter on the curb.,"A man is outside, near the street. A man is outside, near the street.",0
A man sitting on a scooter on the curb.,A man is relaxing at the bar. A man is relaxing at the bar.,2
A man stopping on the sidewalk with his bike to have a smoke.,The man is playing basketball. The man is playing basketball.,2
A man stopping on the sidewalk with his bike to have a smoke.,The man is standing. The man is standing.,0
A man stopping on the sidewalk with his bike to have a smoke.,The man is lighting a cigarette. The man is lighting a cigarette.,1
A man is sitting on a motorcycle on the sidewalk.,A man is sitting on a motorcycle. A man is sitting on a motorcycle.,0
A man is sitting on a motorcycle on the sidewalk.,A man is sitting on a motorcycle and drives away. A man is sitting on a motorcycle and drives away.,1
A man is sitting on a motorcycle on the sidewalk.,A man in black is playing with his cat on Sunday. A man in black is playing with his cat on Sunday.,2
Man smokes while sitting on a parked scooter.,A man smokes a cigarette while sitting on his scooter. A man smokes a cigarette while sitting on his scooter.,1
Man smokes while sitting on a parked scooter.,The man drinks a beer while sitting in his car. The man drinks a beer while sitting in his car.,2
Man smokes while sitting on a parked scooter.,The man is smoking something while sitting on the scooter. The man is smoking something while sitting on the scooter.,0
Man on the sidewalk sitting on a motorcycle.,A man on the motorcycle A man on the motorcycle,1
Man on the sidewalk sitting on a motorcycle.,Man sitting on a motorcycle on the sidewalk Man sitting on a motorcycle on the sidewalk,0
Man on the sidewalk sitting on a motorcycle.,A man driving his car A man driving his car,2
"A couple, wearing black, burgundy, and white, dance.",The woman danced alone. The woman danced alone.,2
"A couple, wearing black, burgundy, and white, dance.",The couple danced. The couple danced.,0
"A couple, wearing black, burgundy, and white, dance.",The couple danced in the competition. The couple danced in the competition.,1
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People are running for a charity. People are running for a charity.,1
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,the runners waited to start the olympic race the runners waited to start the olympic race,1
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People wearing pink and purple get ready for a race People wearing pink and purple get ready for a race,2
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People wearing their bright team uniforms await the pistol that signifies the start of their race People wearing their bright team uniforms await the pistol that signifies the start of their race,1
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People are having a cook off. People are having a cook off.,2
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People in orange vests await the beginning of a race to win first prize. People in orange vests await the beginning of a race to win first prize.,1
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People wait for a race to begin. People wait for a race to begin.,0
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,The people waiting are part of the race. The people waiting are part of the race.,1
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,the athlete backflips off of a mountain the athlete backflips off of a mountain,2
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People in orange vests are racing in a race that has started. People in orange vests are racing in a race that has started.,2
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People in orange vests await the beginning of a race. People in orange vests await the beginning of a race.,0
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People are wearing colorful clothes People are wearing colorful clothes,0
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People are racing backwards through Hell. People are racing backwards through Hell.,2
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People are waiting for a race. People are waiting for a race.,0
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,the runners waited to start the race the runners waited to start the race,0
A young man and young lady dancing on a carpeted floor with a picture from the movie Toy Story on a big screen in the background.,They movie is very loud in the background. They movie is very loud in the background.,1
A young man and young lady dancing on a carpeted floor with a picture from the movie Toy Story on a big screen in the background.,The people dance on the sidewalk. The people dance on the sidewalk.,2
A young man and young lady dancing on a carpeted floor with a picture from the movie Toy Story on a big screen in the background.,The two people are dancing. The two people are dancing.,0
The skier is wearing a yellow jumpsuit and sliding across a yellow rail.,The skier is in a competition. The skier is in a competition.,1
The skier is wearing a yellow jumpsuit and sliding across a yellow rail.,The skier is wearing a jumpsuit. The skier is wearing a jumpsuit.,0
The skier is wearing a yellow jumpsuit and sliding across a yellow rail.,The skateboard is wearing a blue jumpsuit. The skateboard is wearing a blue jumpsuit.,2
A track event held by J.P. Morgan Chase with security.,J.P. Morgan Chase held a track event. J.P. Morgan Chase held a track event.,0
A track event held by J.P. Morgan Chase with security.,The track event has no security. The track event has no security.,2
A track event held by J.P. Morgan Chase with security.,Security guards are searching for weapons at a track event. Security guards are searching for weapons at a track event.,1
"Two people dancing, wearing dance costumes.",The couple are dancing together. The couple are dancing together.,1
"Two people dancing, wearing dance costumes.",The people are moving. The people are moving.,0
"Two people dancing, wearing dance costumes.",Two people are eating dinner. Two people are eating dinner.,2
An english farmer with a horse pulled wagon.,There is a farmer laying down outdoors There is a farmer laying down outdoors,2
An english farmer with a horse pulled wagon.,There is a farmer with a horse wagon There is a farmer with a horse wagon,0
An english farmer with a horse pulled wagon.,There is a farmer riding a wagon outdoors There is a farmer riding a wagon outdoors,1
Children's soccer game being played while the sun sets in the background.,Old men playing soccer while the sun sets. Old men playing soccer while the sun sets.,2
Children's soccer game being played while the sun sets in the background.,Children playing soccer while the sun sets. Children playing soccer while the sun sets.,0
Children's soccer game being played while the sun sets in the background.,Girls playing soccer while the sun sets. Girls playing soccer while the sun sets.,1
A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,No one is playing soccer. No one is playing soccer.,2
A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,People are playing soccer for a competition. People are playing soccer for a competition.,1
A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,People are playing soccer. People are playing soccer.,0
Two soccer teams are competing on a soccer field.,Two skilled soccer teams are competing against one another for the championship. Two skilled soccer teams are competing against one another for the championship.,1
Two soccer teams are competing on a soccer field.,There is a soccer game. There is a soccer game.,0
Two soccer teams are competing on a soccer field.,Two baseball teams are competing. Two baseball teams are competing.,2
Soccer teams play on a field as the sun sets behind a line of trees.,Soccer teams are competing outdoors. Soccer teams are competing outdoors.,0
Soccer teams play on a field as the sun sets behind a line of trees.,A football team is playing hockey against a soccer team in an ice rink. A football team is playing hockey against a soccer team in an ice rink.,2
Soccer teams play on a field as the sun sets behind a line of trees.,A soccer team is about to win a soccer game. A soccer team is about to win a soccer game.,1
two men serving preparing food.,Two men riding bikes. Two men riding bikes.,2
two men serving preparing food.,Two men wearing aprons. Two men wearing aprons.,1
two men serving preparing food.,Two men serving food. Two men serving food.,0
A soccer game occurring at sunset.,a sports game is being played a sports game is being played,0
A soccer game occurring at sunset.,the world cup is being played the world cup is being played,1
A soccer game occurring at sunset.,a basketball game is ocurring at sunrise a basketball game is ocurring at sunrise,2
White small child wearing a brown and gray striped hoodie plays at park.,A small child is playing video games in his bedroom. A small child is playing video games in his bedroom.,2
White small child wearing a brown and gray striped hoodie plays at park.,A child plays at a park. A child plays at a park.,0
White small child wearing a brown and gray striped hoodie plays at park.,A small boy is playing tag at a park with his friends. A small boy is playing tag at a park with his friends.,1
A little boy in brown pants is playing on ropes at a park.,There is a little boy in brown pants. There is a little boy in brown pants.,0
A little boy in brown pants is playing on ropes at a park.,There is a little girl in red pants. There is a little girl in red pants.,2
A little boy in brown pants is playing on ropes at a park.,There is a little boy who likes the color brown. There is a little boy who likes the color brown.,1
Toddler in striped sweatshirt plays on rope on playground.,A child takes a break from school. A child takes a break from school.,1
Toddler in striped sweatshirt plays on rope on playground.,A child is napping. A child is napping.,2
Toddler in striped sweatshirt plays on rope on playground.,A child plays on a playground. A child plays on a playground.,0
A woman wearing a pink hat is looking at a pink car with the truck open.,The woman is wondering if she left her car open. The woman is wondering if she left her car open.,1
A woman wearing a pink hat is looking at a pink car with the truck open.,The woman is wearing a grocery bag to her car. The woman is wearing a grocery bag to her car.,2
A man in a blue shirt is looking up.,A man in a blue shirt is looking up at a dog. A man in a blue shirt is looking up at a dog.,1
A man in a blue shirt is looking up.,A man in a red shirt is looking up. A man in a red shirt is looking up.,2
A man in a blue shirt is looking up.,A person looks up. A person looks up.,0
Three girls on an amusement ride enjoying themselves.,There are three girls There are three girls,0
Three girls on an amusement ride enjoying themselves.,The girls are at home The girls are at home,2
Three girls on an amusement ride enjoying themselves.,The girls like amusment parks The girls like amusment parks,1
Woman at Walmart check-out having her groceries bagged by an employee.,The woman bought unhealthy food The woman bought unhealthy food,1
Woman at Walmart check-out having her groceries bagged by an employee.,The woman is in Target The woman is in Target,2
Woman at Walmart check-out having her groceries bagged by an employee.,A woman is in Walmart A woman is in Walmart,0
Brown dog treads through water.,Brown dog is sleeping next to the water Brown dog is sleeping next to the water,2
Brown dog treads through water.,Brown dog treads through water as he is soaked in water Brown dog treads through water as he is soaked in water,0
